"itempricingid","brcode","iteminfoid","pricecodeid","price","encodedon","encodedby","editedby","editedon"
450,1,422,1,1.00,"2020-09-18 20:12:24","admin","",""
451,1,423,1,1.00,"2020-09-18 20:12:27","admin","",""
452,1,424,1,1.00,"2020-09-18 20:12:30","admin","",""
453,1,425,1,1.00,"2020-09-18 20:12:40","admin","",""
454,1,426,1,1.00,"2020-09-18 20:12:42","admin","",""
455,1,427,1,1.00,"2020-09-18 20:12:45","admin","",""
456,1,428,1,1.00,"2020-09-18 20:12:48","admin","",""
457,1,429,1,1.00,"2020-09-18 20:12:50","admin","",""
458,1,430,1,1.00,"2020-09-18 20:12:53","admin","",""
459,1,431,1,1.00,"2020-09-18 20:12:56","admin","",""
460,1,432,1,1.00,"2020-09-18 20:12:59","admin","",""
461,1,433,1,1.00,"2020-09-18 20:13:01","admin","",""
462,1,434,1,1.00,"2020-09-18 20:13:04","admin","",""
463,1,435,1,1.00,"2020-09-18 20:13:07","admin","",""
464,1,436,1,1.00,"2020-09-18 20:13:10","admin","",""
465,1,437,1,1.00,"2020-09-18 20:13:12","admin","",""
466,1,438,1,1.00,"2020-09-18 20:13:15","admin","",""
467,1,439,1,1.00,"2020-09-18 20:13:18","admin","",""
468,1,440,1,1.00,"2020-09-18 20:13:20","admin","",""
469,1,441,1,1.00,"2020-09-18 20:13:23","admin","",""
470,1,442,1,1.00,"2020-09-18 20:17:40","admin","",""
471,1,443,1,1.00,"2020-09-18 20:17:43","admin","",""
472,1,444,1,1.00,"2020-09-18 20:17:46","admin","",""
473,1,445,1,1.00,"2020-09-18 20:17:49","admin","",""
474,1,446,1,1.00,"2020-09-18 20:17:52","admin","",""
475,1,447,1,1.00,"2020-09-18 20:17:55","admin","",""
476,1,448,1,1.00,"2020-09-18 20:17:58","admin","",""
477,1,449,1,1.00,"2020-09-18 20:18:01","admin","",""
478,1,450,1,1.00,"2020-09-18 20:18:03","admin","",""
479,1,451,1,1.00,"2020-09-18 20:19:22","admin","",""
480,1,452,1,1.00,"2020-09-18 20:19:24","admin","",""
481,1,453,1,1.00,"2020-09-18 20:19:27","admin","",""
482,1,454,1,1.00,"2020-09-18 20:19:30","admin","",""
483,1,455,1,1.00,"2020-09-18 20:19:32","admin","",""
484,1,456,1,1.00,"2020-09-18 20:19:36","admin","",""
485,1,457,1,1.00,"2020-09-18 20:19:40","admin","",""
486,1,458,1,1.00,"2020-09-18 20:19:42","admin","",""
487,1,459,1,1.00,"2020-09-18 20:19:45","admin","",""
488,1,460,1,1.00,"2020-09-18 20:19:48","admin","",""
489,1,461,1,1.00,"2020-09-18 20:19:50","admin","",""
490,1,462,1,1.00,"2020-09-18 20:19:52","admin","",""
491,1,463,1,1.00,"2020-09-18 20:20:03","admin","",""
492,1,464,1,1.00,"2020-09-18 20:20:07","admin","",""
493,1,465,1,1.00,"2020-09-18 20:20:10","admin","",""
494,1,466,1,1.00,"2020-09-18 20:20:14","admin","",""
495,1,467,1,1.00,"2020-09-18 20:20:17","admin","",""
496,1,468,1,1.00,"2020-09-18 20:20:19","admin","",""
497,1,469,1,1.00,"2020-09-18 20:20:21","admin","",""
498,1,470,1,1.00,"2020-09-18 20:20:24","admin","",""
499,1,471,1,1.00,"2020-09-18 20:20:26","admin","",""
500,1,472,1,1.00,"2020-09-18 20:20:28","admin","",""
501,1,473,1,1.00,"2020-09-18 20:20:31","admin","",""
502,1,474,1,1.00,"2020-09-18 20:20:34","admin","",""
503,1,475,1,1.00,"2020-09-18 20:20:37","admin","",""
504,1,476,1,1.00,"2020-09-18 20:20:40","admin","",""
505,1,477,1,1.00,"2020-09-18 20:20:42","admin","",""
506,1,478,1,1.00,"2020-09-18 20:20:45","admin","",""
507,1,479,1,1.00,"2020-09-18 20:20:49","admin","",""
508,1,480,1,1.00,"2020-09-18 20:20:52","admin","",""
509,1,481,1,1.00,"2020-09-18 20:20:55","admin","",""
510,1,482,1,1.00,"2020-09-18 20:20:57","admin","",""
511,1,483,1,1.00,"2020-09-18 20:21:01","admin","",""
512,1,484,1,1.00,"2020-09-18 20:21:03","admin","",""
513,1,485,1,1.00,"2020-09-18 20:21:06","admin","",""
514,1,486,1,1.00,"2020-09-18 20:21:09","admin","",""
515,1,487,1,1.00,"2020-09-18 20:21:12","admin","",""
516,1,488,1,1.00,"2020-09-18 20:21:14","admin","",""
517,1,489,1,1.00,"2020-09-18 20:21:17","admin","",""
518,1,490,1,1.00,"2020-09-18 20:21:19","admin","",""
519,1,491,1,1.00,"2020-09-18 20:21:22","admin","",""
520,1,492,1,1.00,"2020-09-18 20:21:24","admin","",""
521,1,493,1,1.00,"2020-09-18 20:21:26","admin","",""
522,1,494,1,1.00,"2020-09-18 20:21:29","admin","",""
523,1,495,1,1.00,"2020-09-18 20:21:32","admin","",""
524,1,496,1,1.00,"2020-09-18 20:21:35","admin","",""
525,1,497,1,1.00,"2020-09-18 20:21:38","admin","",""
526,1,498,1,1.00,"2020-09-18 20:21:40","admin","",""
527,1,499,1,1.00,"2020-09-18 20:21:42","admin","",""
528,1,500,1,1.00,"2020-09-18 20:21:53","admin","",""
529,1,501,1,1.00,"2020-09-18 20:21:56","admin","",""
530,1,502,1,1.00,"2020-09-18 20:21:58","admin","",""
531,1,503,1,1.00,"2020-09-18 20:22:01","admin","",""
532,1,504,1,1.00,"2020-09-18 20:22:03","admin","",""
533,1,505,1,1.00,"2020-09-18 20:22:05","admin","",""
534,1,506,1,1.00,"2020-09-18 20:22:08","admin","",""
535,1,507,1,1.00,"2020-09-18 20:22:11","admin","",""
536,1,508,1,1.00,"2020-09-18 20:22:14","admin","",""
537,1,509,1,1.00,"2020-09-18 20:22:17","admin","",""
538,1,510,1,1.00,"2020-09-18 20:22:21","admin","",""
539,1,511,1,1.00,"2020-09-18 20:22:24","admin","",""
540,1,512,1,1.00,"2020-09-18 20:22:26","admin","",""
541,1,513,1,1.00,"2020-09-18 20:22:29","admin","",""
542,1,514,1,1.00,"2020-09-18 20:24:13","admin","",""
543,1,515,1,1.00,"2020-09-18 20:24:16","admin","",""
544,1,516,1,1.00,"2020-09-18 20:24:19","admin","",""
545,1,517,1,1.00,"2020-09-18 20:24:22","admin","",""
546,1,518,1,1.00,"2020-09-18 20:24:24","admin","",""
547,1,519,1,1.00,"2020-09-18 20:24:26","admin","",""
548,1,520,1,1.00,"2020-09-18 20:24:29","admin","",""
549,1,521,1,1.00,"2020-09-18 20:24:31","admin","",""
550,1,522,1,1.00,"2020-09-18 20:24:34","admin","",""
551,1,523,1,1.00,"2020-09-18 20:24:37","admin","",""
552,1,524,1,1.00,"2020-09-18 20:24:41","admin","",""
553,1,525,1,1.00,"2020-09-18 20:24:43","admin","",""
554,1,526,1,1.00,"2020-09-18 20:24:46","admin","",""
555,1,527,1,1.00,"2020-09-18 20:24:48","admin","",""
556,1,528,1,1.00,"2020-09-18 20:24:51","admin","",""
557,1,529,1,1.00,"2020-09-18 20:24:54","admin","",""
558,1,530,1,1.00,"2020-09-18 20:24:56","admin","",""
559,1,531,1,1.00,"2020-09-18 20:24:59","admin","",""
560,1,532,1,1.00,"2020-09-18 20:25:12","admin","",""
561,1,533,1,1.00,"2020-09-18 20:25:15","admin","",""
562,1,534,1,1.00,"2020-09-18 20:25:17","admin","",""
563,1,535,1,1.00,"2020-09-18 20:25:20","admin","",""
564,1,536,1,1.00,"2020-09-18 20:25:24","admin","",""
565,1,537,1,1.00,"2020-09-18 20:25:28","admin","",""
566,1,538,1,1.00,"2020-09-18 20:25:31","admin","",""
567,1,539,1,1.00,"2020-09-18 20:25:33","admin","",""
568,1,540,1,1.00,"2020-09-18 20:25:35","admin","",""
569,1,541,1,1.00,"2020-09-18 20:25:38","admin","",""
570,1,542,1,1.00,"2020-09-18 20:25:40","admin","",""
571,1,543,1,1.00,"2020-09-18 20:25:45","admin","",""
572,1,544,1,1.00,"2020-09-18 20:25:48","admin","",""
573,1,545,1,1.00,"2020-09-18 20:25:51","admin","",""
574,1,546,1,1.00,"2020-09-18 20:25:55","admin","",""
575,1,547,1,1.00,"2020-09-18 20:25:57","admin","",""
576,1,548,1,1.00,"2020-09-18 20:26:00","admin","",""
577,1,549,1,1.00,"2020-09-18 20:26:02","admin","",""
578,1,550,1,1.00,"2020-09-18 20:26:19","admin","",""
579,1,551,1,1.00,"2020-09-18 20:26:21","admin","",""
580,1,552,1,1.00,"2020-09-18 20:26:24","admin","",""
581,1,553,1,1.00,"2020-09-18 20:26:26","admin","",""
582,1,554,1,1.00,"2020-09-18 20:26:28","admin","",""
583,1,555,1,1.00,"2020-09-18 20:26:30","admin","",""
584,1,556,1,1.00,"2020-09-18 20:26:33","admin","",""
585,1,557,1,1.00,"2020-09-18 20:26:36","admin","",""
586,1,558,1,1.00,"2020-09-18 20:26:38","admin","",""
587,1,559,1,1.00,"2020-09-18 20:26:40","admin","",""
588,1,560,1,1.00,"2020-09-18 20:26:43","admin","",""
589,1,561,1,1.00,"2020-09-18 20:26:45","admin","",""
590,1,562,1,1.00,"2020-09-18 20:26:48","admin","",""
591,1,563,1,1.00,"2020-09-18 20:26:51","admin","",""
592,1,564,1,1.00,"2020-09-18 20:26:53","admin","",""
593,1,565,1,1.00,"2020-09-18 20:26:56","admin","",""
594,1,566,1,1.00,"2020-09-18 20:26:58","admin","",""
595,1,567,1,1.00,"2020-09-18 20:27:01","admin","",""
596,1,568,1,1.00,"2020-09-18 20:27:03","admin","",""
597,1,569,1,1.00,"2020-09-18 20:27:06","admin","",""
598,1,570,1,1.00,"2020-09-18 20:27:08","admin","",""
599,1,571,1,1.00,"2020-09-18 20:27:10","admin","",""
600,1,572,1,1.00,"2020-09-18 20:27:13","admin","",""
601,1,573,1,1.00,"2020-09-18 20:27:15","admin","",""
602,1,574,1,1.00,"2020-09-18 20:27:18","admin","",""
603,1,575,1,1.00,"2020-09-18 20:27:20","admin","",""
604,1,576,1,1.00,"2020-09-18 20:27:22","admin","",""
605,1,577,1,1.00,"2020-09-18 20:27:26","admin","",""
